0	10.000000
0	9.000000
0	8.000000
0	7.000000
0	6.000000
0	5.000000
0	4.000000
0	3.000000
0	2.000000
1	10.000000
1	9.000000
1	8.000000
1	7.000000
1	6.000000
1	5.000000
1	4.000000
1	3.000000
1	2.000000
2	10.000000
2	9.000000
2	8.000000
2	7.000000
2	6.000000
2	5.000000
2	4.000000
2	3.000000
2	2.000000
3	10.000000
3	9.000000
3	8.000000
3	7.000000
3	6.000000
3	5.000000
3	4.000000
3	3.000000
3	2.000000
4	10.000000
4	9.000000
4	8.000000
4	7.000000
4	6.000000
4	5.000000
4	4.000000
4	3.000000
4	2.000000
5	10.000000
5	9.000000
5	8.000000
5	7.000000
5	6.000000
5	5.000000
5	4.000000
5	3.000000
5	2.000000
6	10.000000
6	9.000000
6	8.000000
6	7.000000
6	6.000000
6	5.000000
6	4.000000
6	3.000000
6	2.000000
7	10.000000
7	9.000000
7	8.000000
7	7.000000
7	6.000000
7	5.000000
7	4.000000
7	3.000000
7	2.000000
8	10.000000
8	9.000000
8	8.000000
8	7.000000
8	6.000000
8	5.000000
8	4.000000
8	3.000000
8	2.000000
9	10.000000
9	9.000000
9	8.000000
9	7.000000
9	6.000000
9	5.000000
9	4.000000
9	3.000000
9	2.000000
